課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長,課程相關總描述,課程技能總覽
Generative AI for Business Consultants,4.5 out of 5 stars,115 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-business-consultants,,"Artificial Intelligence, ChatGPT, Automation, Customer Insights, Business Process Automation, Generative AI, Ethical Standards And Conduct, Consulting, AI Personalization, Management Consulting, Information Privacy, Critical Thinking",Generative AI Essentials: A Comprehensive Introduction | Generative AI for Consultants | Responsible AI in the Generative AI Era,"Ananya Chakraborthy, Fractal Analytics Academy, Fractal Analytics",Starts Jul 19,1 month,at 10 hours. a week,"Generative AI for Business Consultants
Artificial Intelligence, ChatGPT, Automation, Customer Insights, Business Process Automation, Generative AI, Ethical Standards And Conduct, Consulting, AI Personalization, Management Consulting, Information Privacy, Critical Thinking
Generative AI Essentials: A Comprehensive Introduction | Generative AI for Consultants | Responsible AI in the Generative AI Era","生成式人工智慧（Generative AI）:理解生成式模型的基本原理與應用範例; 熟悉生成式模型的架構如GAN、VAE、Transformer等; 掌握生成式AI在內容創作、資料合成中的應用技巧;  
人工智慧（Artificial Intelligence）:掌握AI的基本概念與技術範疇; 理解AI在商業中的應用場景與實務操作;  
ChatGPT:使用OpenAI的ChatGPT API與工具; 進行對話式AI應用開發與調整;  
自動化（Automation）:設計與實現商業流程自動化方案; 使用流程自動化工具如RPA（Robotic Process Automation）;  
客戶洞察（Customer Insights）:分析與挖掘客戶資料以獲取行為與偏好; 利用數據分析工具進行客戶細分與預測;  
商業流程自動化（Business Process Automation）:建立流程模型與自動化腳本; 使用流程管理工具如Bizagi、Camunda;  
AI個人化（AI Personalization）:應用AI技術實現內容或服務的個人化推薦; 掌握推薦系統的基本原理與實作;  
資訊隱私（Information Privacy）:理解資料保護法規如GDPR、CCPA; 掌握資料匿名化與安全措施;  
倫理標準與行為（Ethical Standards And Conduct）:了解AI倫理原則與實務指南; 掌握負責任AI的設計與應用原則;  
管理顧問（Management Consulting）:運用AI工具進行商業策略分析與建議;  
批判性思維（Critical Thinking）:分析AI應用的潛在風險與限制; 評估AI解決方案的適用性與效果;  
負責任AI（Responsible AI）:實作公平性、透明性與可解釋性; 掌握負責任AI的設計原則與實務方法;"
Fundamentals of Internal Business Communications,4.5 out of 5 stars,25 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/fundamentals-of-internal-business-communications,1 module,"Communication, Verbal Communication Skills, Interpersonal Communications, Leadership, Business Communication, Target Audience, Stakeholder Engagement, Strategic Communication, Internal Communications, Stakeholder Communications, Organizational Leadership, Corporate Communications, Presentations, Business Writing, Drive Engagement, Employee Engagement, Communication Strategies, Active Listening",Fundamentals of Internal Business Communications,"Andreas Loizou, Coursera Instructor Network",Starts Jul 18,2 hours to complete,,"Fundamentals of Internal Business Communications
Communication, Verbal Communication Skills, Interpersonal Communications, Leadership, Business Communication, Target Audience, Stakeholder Engagement, Strategic Communication, Internal Communications, Stakeholder Communications, Organizational Leadership, Corporate Communications, Presentations, Business Writing, Drive Engagement, Employee Engagement, Communication Strategies, Active Listening
Fundamentals of Internal Business Communications","商業溝通（Business Communication）:學習口頭與書面溝通技巧、商業寫作、演示技巧、策略性溝通與內部溝通策略;  
組織與利益相關者管理（Stakeholder & Organizational Management）:掌握利益相關者分析、參與策略、組織領導與企業傳播;  
溝通策略（Communication Strategies）:學習制定與執行有效的溝通策略、提升員工參與度與推動組織目標;  
演示與簡報（Presentations）:掌握專業簡報技巧與視覺輔助工具的運用;  
積極傾聽（Active Listening）:訓練聆聽技巧以提升溝通效率與理解;"
Copilot for Power BI,4.5 out of 5 stars,40 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/copilot-for-power-bi,1 module,"Artificial Intelligence, Prompt Engineering, Power BI, Business Intelligence, Data Analysis, Generative AI, Interactive Data Visualization, Data Storytelling, Data Analysis Expressions (DAX), Microsoft Copilot",Copilot for Power BI,,Starts Jul 19,1 hour to complete,,"Copilot for Power BI
Artificial Intelligence, Prompt Engineering, Power BI, Business Intelligence, Data Analysis, Generative AI, Interactive Data Visualization, Data Storytelling, Data Analysis Expressions (DAX), Microsoft Copilot
Copilot for Power BI","Power BI（Power BI）:學習資料匯入、資料轉換與資料模型建立;  
Microsoft Copilot（Microsoft Copilot）:掌握在 Power BI 中的自動化協助與智能建議功能;  
人工智慧（Artificial Intelligence）:理解 AI 在資料分析與決策支援中的應用;  
Prompt Engineering（Prompt Engineering）:設計有效的提示詞以優化 AI 輸出;  
資料分析（Data Analysis）:進行資料清理、整合與探索性分析;  
資料分析運算式（Data Analysis Expressions, DAX）:撰寫計算欄位與度量值以進行資料分析與報表設計;  
商業智慧（Business Intelligence）:建立資料視覺化與報表，支援商業決策;  
生成式 AI（Generative AI）:應用於資料故事敘述與內容生成;  
互動式資料視覺化（Interactive Data Visualization）:設計動態圖表與交互式儀表板;  
資料故事敘述（Data Storytelling）:將資料轉化為易懂的故事，提升報告的傳達效果;"
As Competências do Especialista no Sucesso do Cliente,4.8 out of 5 stars,19 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/as-competencias-do-especialista-no-sucesso-do-cliente,4 modules,"Customer Retention, Customer Engagement, Consultative Approaches, Organizational Structure, Business Solutions, Presentations, Customer Relationship Management, Market Analysis, Communication, Customer Data Management, Customer Success Management, Customer experience strategy (CX), Business Technologies, Technology Solutions, Business Relationship Management, Active Listening",Conceitos de Sucesso do Cliente | FormaÃ§Ã£o do Profissional de CS | CriaÃ§Ã£o e ManutenÃ§Ã£o da Ãrea de CS | Estabelecendo ConfianÃ§a: O que Fazer e o Que NÃ£o Fazer,"Carlos Alves, FundaÃ§Ã£o Instituto de AdministraÃ§Ã£o",Starts Jul 19,32 hours to complete,,"As Competências do Especialista no Sucesso do Cliente
Customer Retention, Customer Engagement, Consultative Approaches, Organizational Structure, Business Solutions, Presentations, Customer Relationship Management, Market Analysis, Communication, Customer Data Management, Customer Success Management, Customer experience strategy (CX), Business Technologies, Technology Solutions, Business Relationship Management, Active Listening
Conceitos de Sucesso do Cliente | FormaÃ§Ã£o do Profissional de CS | CriaÃ§Ã£o e ManutenÃ§Ã£o da Ãrea de CS | Estabelecendo ConfianÃ§a: O que Fazer e o Que NÃ£o Fazer","客戶成功（Customer Success）:理解客戶留存策略（Customer Retention）;掌握客戶參與（Customer Engagement）的方法;學習客戶成功管理（Customer Success Management）流程;制定客戶體驗策略（Customer experience strategy, CX）;建立客戶關係管理（Customer Relationship Management, CRM）系統的基本概念;運用商業解決方案（Business Solutions）提升客戶滿意度;理解市場分析（Market Analysis）在客戶策略中的應用;掌握客戶資料管理（Customer Data Management）技巧;運用商業技術（Business Technologies）與技術解決方案（Technology Solutions）改善服務流程;學習諮詢式方法（Consultative Approaches）與積極傾聽（Active Listening）技巧;建立信任（Establishing Trust）的方法與禁忌 (What to Do and What Not to Do);
組織架構（Organizational Structure）:理解客戶成功團隊的組織設計與角色分工;
商業演示（Presentations）:學習有效的商業簡報技巧與資料視覺化;
市場分析（Market Analysis）:掌握市場調查、競爭分析與客戶需求評估的方法;"
Foundations of mining non-structured medical data,3.8 out of 5 stars,24 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/mining-medical-data,5 modules,"Health Informatics, Innovation, Health Care, Science and Research, Unstructured Data, Natural Language Processing, Data Mining, Medical Terminology, Predictive Analytics, Medical Imaging, Health Information Management, Image Analysis, Big Data, Data Ethics",Introduction | Challenges in unstructured data in health domain | NLP in medical domain | Medical Image Analysis | Data Analysis of structured information,"Alejandro RodrÃ­guez GonzÃ¡lez, Consuelo Gonzalo-MartÃ­n, Ernestina Menasalvas, EIT Digital",Starts Jul 19,6 hours to complete,,"Foundations of mining non-structured medical data
Health Informatics, Innovation, Health Care, Science and Research, Unstructured Data, Natural Language Processing, Data Mining, Medical Terminology, Predictive Analytics, Medical Imaging, Health Information Management, Image Analysis, Big Data, Data Ethics
Introduction | Challenges in unstructured data in health domain | NLP in medical domain | Medical Image Analysis | Data Analysis of structured information","醫療資料挖掘基礎（Foundations of mining non-structured medical data）:理解非結構化醫療資料的特性與挑戰;  
健康資訊學（Health Informatics）:掌握醫療資訊系統與資料管理的基本概念;  
創新與醫療科技（Innovation in Health Care）:了解醫療科技的最新發展與應用;  
非結構化資料（Unstructured Data）:分析非結構化資料的特性與處理方法;  
自然語言處理（Natural Language Processing, NLP）:應用於醫療文本資料的語意理解、文本預處理、命名實體識別（NER）、語意分析;  
資料挖掘（Data Mining）:在醫療資料中進行資料探索、模式識別與關聯規則挖掘;  
醫學術語（Medical Terminology）:掌握醫療專業術語的標準化與轉換;  
預測分析（Predictive Analytics）:建立預測模型以預測疾病風險或治療效果;  
醫學影像分析（Medical Imaging, Image Analysis）:影像資料的預處理、特徵提取與分類;  
健康資訊管理（Health Information Management）:資料存取、隱私保護與資料治理;  
大數據（Big Data）:處理與分析大量醫療資料的技術與工具;  
資料倫理（Data Ethics）:理解醫療資料的隱私、倫理與法規遵循;  
醫學影像分析（Medical Image Analysis）:圖像特徵提取、分類、深度學習應用;  
結構化資料分析（Data Analysis of structured information）:分析結構化醫療資料如電子病歷、實驗數據;  
健康領域挑戰（Challenges in unstructured data in health domain）:理解非結構化資料在醫療應用中的困難與解決方案;"
Text Mining and Analytics,4.5 out of 5 stars,735 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/text-mining,7 modules,"Regression Analysis, Machine Learning Algorithms, Data Analysis, Unstructured Data, Supervised Learning, Statistical Analysis, Text Mining, Probability & Statistics, Data Mining, Unsupervised Learning, Natural Language Processing, Analytics",Orientation | Week 1 | Week 2 | Week 3 | Week 4 | Week 5 | Week 6,"ChengXiang Zhai, University of Illinois Urbana-Champaign",Starts Jul 18,Flexible schedule,Learn at your own pace,"Text Mining and Analytics
Regression Analysis, Machine Learning Algorithms, Data Analysis, Unstructured Data, Supervised Learning, Statistical Analysis, Text Mining, Probability & Statistics, Data Mining, Unsupervised Learning, Natural Language Processing, Analytics
Orientation | Week 1 | Week 2 | Week 3 | Week 4 | Week 5 | Week 6","文本挖掘與分析（Text Mining and Analytics）:學習文本資料的預處理、特徵抽取與文本分類技術;  
迴歸分析（Regression Analysis）:掌握線性迴歸、多元迴歸模型的建立與評估;  
機器學習演算法（Machine Learning Algorithms）:理解分類、回歸、聚類等基本演算法原理與應用;  
資料分析（Data Analysis）:進行資料清理、資料探索與資料視覺化;  
非結構化資料（Unstructured Data）:處理文本、影像等非結構化資料的方法與技巧;  
監督式學習（Supervised Learning）:建立與評估分類與回歸模型;  
統計分析（Statistical Analysis）:進行描述性統計、推論統計與假設檢定;  
文本挖掘（Text Mining）:抽取文本特徵、文本分類與情感分析;  
機率與統計（Probability & Statistics）:理解機率模型、分布與統計推論;  
資料挖掘（Data Mining）:探索資料中的規則與模式;  
非監督式學習（Unsupervised Learning）:進行聚類、降維與異常檢測;  
自然語言處理（Natural Language Processing）:進行語言模型建立、詞彙向量化、語意理解;  
分析（Analytics）:運用數據分析技術支持決策與預測。"
Data Visualization using Bokeh,4.1 out of 5 stars,15 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/data-visualization-using-bokeh,,"Spatial Data Analysis, Data Visualization, Scatter Plots, Software Installation, Data Visualization Software, Python Programming, Geospatial Information and Technology, Interactive Data Visualization",,"Naina Chaturvedi, Coursera Project Network",,1.5 hours,Learn at your own pace,"Data Visualization using Bokeh
Spatial Data Analysis, Data Visualization, Scatter Plots, Software Installation, Data Visualization Software, Python Programming, Geospatial Information and Technology, Interactive Data Visualization
nan","資料視覺化（Data Visualization using Bokeh）:學習使用Bokeh工具進行互動式資料視覺化;掌握建立圖表、設定互動元素與資料更新技巧;  
空間資料分析（Spatial Data Analysis）:理解空間資料的特性與分析方法;  
資料視覺化（Data Visualization）:掌握資料圖形化技巧與最佳實務;  
散點圖（Scatter Plots）:學習繪製與調整散點圖以呈現資料分佈;  
軟體安裝（Software Installation）:掌握安裝與設定資料分析與視覺化工具的流程;  
資料視覺化軟體（Data Visualization Software）:熟悉相關軟體操作與應用技巧;  
Python程式設計（Python Programming）:掌握Python語法、資料處理與資料視覺化套件應用;  
地理空間資訊（Geospatial Information and Technology）:理解地理空間資料的處理與應用;  
互動式資料視覺化（Interactive Data Visualization）:學習建立具互動功能的資料視覺化圖表與應用場景。"
Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate en Español,4.7 out of 5 stars,804 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/gcp-data-engineer-es,,"Unstructured Data, Big Data, MLOps (Machine Learning Operations), Dashboard, Systems Design, Data Visualization, Google Cloud Platform, Data Processing, Cloud Infrastructure, Data Lakes, Real Time Data, Data Visualization Software","Modernizing Data Lakes and Data Warehouses with GCP en EspaÃ±ol | Building Batch Data Pipelines on GCP en EspaÃ±ol | Building Resilient Streaming Analytics Systems on GCP en EspaÃ±ol | Smart Analytics, Machine Learning, and AI on GCP en EspaÃ±ol | Preparing for the Google Cloud Professional Data Engineer Exam en EspaÃ±ol","Google Cloud Training, Google Cloud",Starts Jul 18,1 month,at 10 hours. a week,"Preparing for Google Cloud Certification: Cloud Data Engineer Professional Certificate en Español
Unstructured Data, Big Data, MLOps (Machine Learning Operations), Dashboard, Systems Design, Data Visualization, Google Cloud Platform, Data Processing, Cloud Infrastructure, Data Lakes, Real Time Data, Data Visualization Software
Modernizing Data Lakes and Data Warehouses with GCP en EspaÃ±ol | Building Batch Data Pipelines on GCP en EspaÃ±ol | Building Resilient Streaming Analytics Systems on GCP en EspaÃ±ol | Smart Analytics, Machine Learning, and AI on GCP en EspaÃ±ol | Preparing for the Google Cloud Professional Data Engineer Exam en EspaÃ±ol","雲端資料工程（Cloud Data Engineer）:熟悉雲端資料架構設計、資料管道建置與管理;掌握Google Cloud Platform (GCP)的服務與工具  
大數據處理（Big Data Processing）:學習分散式資料處理技術、資料流與批次處理架構;使用Dataflow、Dataproc等工具  
非結構化資料（Unstructured Data）:理解非結構化資料特性與存取方式;應用資料轉換與索引技術  
MLOps（Machine Learning Operations）:掌握模型部署、監控與維運流程;使用AI Platform、Vertex AI等工具  
資料視覺化（Data Visualization）:設計與建立資料儀表板;使用Data Studio、Looker等視覺化軟體  
系統設計（Systems Design）:學習資料系統架構設計原則與最佳實踐;涵蓋資料湖、資料倉庫的整合與優化  
資料處理（Data Processing）:掌握資料清洗、轉換與整合技術;使用Dataflow、BigQuery等工具  
雲端基礎架構（Cloud Infrastructure）:理解雲端資源配置與管理;操作GCP的計算、存儲與網路服務  
資料湖（Data Lakes）:建構與管理大規模資料儲存解決方案;使用Cloud Storage與BigLake  
實時資料（Real Time Data）:設計與實作即時資料流處理系統;應用Dataflow、Pub/Sub等技術  
資料視覺化軟體（Data Visualization Software）:熟悉資料呈現與分析工具;使用Data Studio、Looker等進行資料展示"
Google Data Studio - Création de Tableaux de Bords Interactifs,4.4 out of 5 stars,109 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/google-data-studio-rapport,,"Interactive Data Visualization, Data Analysis, Data Visualization, Business Intelligence, Data Import/Export, Data Modeling, Collaborative Software, Data Visualization Software, Data Presentation, Data Integration, Data Sharing, Data Science, Dashboard",,"ELINGUI Pascal Uriel, Coursera Project Network",,150,Learn at your own pace,"Google Data Studio - Création de Tableaux de Bords Interactifs
Interactive Data Visualization, Data Analysis, Data Visualization, Business Intelligence, Data Import/Export, Data Modeling, Collaborative Software, Data Visualization Software, Data Presentation, Data Integration, Data Sharing, Data Science, Dashboard
nan",Google Data Studio（Google Data Studio）:學習建立互動式儀表板與報表;資料匯入與匯出(Data Import/Export);資料視覺化(Data Visualization);資料整合(Data Integration);資料共享(Data Sharing);資料呈現(Data Presentation);儀表板設計(Dashboard);協作軟體(Collaborative Software);商業智慧(Business Intelligence);資料建模(Data Modeling);資料分析(Data Analysis);資料科學(Data Science);資料視覺化軟體(Data Visualization Software)
Data Analysis,4.8 out of 5 stars,15 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/spjimr-data-analysis-mooc,7 modules,"Quantitative Research, Regression Analysis, Data Analysis, Statistical Hypothesis Testing, Data-Driven Decision-Making, Variance Analysis, Estimation, Statistical Analysis, Microsoft Excel, Probability, Sampling (Statistics), Probability Distribution, Statistical Inference, Business Analytics, Descriptive Statistics, Business Mathematics","Course Orientation | Business Statistics: Descriptive Statistics and Probability | Business Statistics: Probability distributions and Sampling | Business Statistics : Sampling Distribution, Estimation and Hypothesis Testing | Analysis of Variance (ANOVA) | Regression Analysis | Chi-square distribution and Goodness of Fit","Dr. Debmallya Chatterjee, S.P. Jain Institute of Management and Research",Starts Jul 18,Flexible schedule,Approx. 15 hours.Learn at your own pace,"Data Analysis
Quantitative Research, Regression Analysis, Data Analysis, Statistical Hypothesis Testing, Data-Driven Decision-Making, Variance Analysis, Estimation, Statistical Analysis, Microsoft Excel, Probability, Sampling (Statistics), Probability Distribution, Statistical Inference, Business Analytics, Descriptive Statistics, Business Mathematics
Course Orientation | Business Statistics: Descriptive Statistics and Probability | Business Statistics: Probability distributions and Sampling | Business Statistics : Sampling Distribution, Estimation and Hypothesis Testing | Analysis of Variance (ANOVA) | Regression Analysis | Chi-square distribution and Goodness of Fit","資料分析（Data Analysis）:學習資料收集、資料探索與描述性統計 (Descriptive Statistics) 的應用;  
統計假設檢定（Statistical Hypothesis Testing）:掌握假設檢定流程與實務操作;  
變異數分析（Analysis of Variance, ANOVA）:理解多組資料比較方法與結果解讀;  
迴歸分析（Regression Analysis）:建立與解釋線性迴歸模型;  
機率（Probability）:掌握基本機率概念與計算方法;  
抽樣（Sampling）:學習抽樣方法與抽樣分布;  
機率分布（Probability Distribution）:理解常見分布如正態、卡方等的特性與應用;  
統計推論（Statistical Inference）:進行點估計、區間估計與假設檢定;  
Microsoft Excel:資料整理、描述性統計、圖表製作、資料分析工具套件;  
商業統計（Business Statistics）:應用統計方法於商業決策;  
樣本分布（Sampling Distribution）:理解樣本平均數與其他統計量的分布特性;  
估計（Estimation）:學習點估計與區間估計技巧;  
卡方分布（Chi-square distribution）:用於適配度檢定與獨立性檢定;  
Goodness of Fit:評估模型或分布的適配程度;  
變異數分析（Analysis of Variance, ANOVA）:比較多組資料的平均值差異;"
