課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Azure Network Engineer: AZ-700 Exam Prep & Certification,4.8 out of 5 stars,110 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/az700-exam-prep-and-certification,,"Network Monitoring, Network Security, Virtual Private Networks (VPN), Network Planning And Design, Network Performance Management, Network Architecture, Cloud Infrastructure, Software-Defined Networking, Performance Tuning, Computer Networking, Network Troubleshooting, Load Balancing",Azure Networking Fundamentals | Azure Network Services | Automation and Optimization in Azure | Azure Network Troubleshooting and Governance,,Starts Jul 17,4 months,at 4 hours. a week
Climate Aware Investing,4.6 out of 5 stars,53 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/climate-aware-investing,5 modules,"Business Risk Management, Environmental Issue, Analysis, Investment Management, Performance Analysis, Finance, Equities, Asset Management, Investments, Corporate Sustainability, Financial Market, Risk Management, Risk Analysis, Environmental Social And Corporate Governance (ESG), Portfolio Management",From climate science to climate finance | Measuring climate risk in equity portfolios | Impact of climate risks on equity portfolios | Managing climate risk in equity portfolios | Designing a low-carbon tracking-index portfolio,"LIONEL MARTELLINI -EDHEC BUSINESS SCHOOL, EMANUELE CHINI - EDHEC BUSINESS SCHOOL, EDHEC Business School",Starts Jul 17,14 hours to complete,
Fundamentos de analítica de datos educativos,4.7 out of 5 stars,14 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/analitica-datos-educativos,4 modules,"Strategic Decision-Making, Microsoft Excel, Analytics, Data Management, Data Analysis, Data Visualization, Interactive Data Visualization, Data Presentation, Data-Driven Decision-Making, Data Storytelling, Data Visualization Software, Learning Management Systems, Descriptive Analytics, Education Software and Technology, Personally Identifiable Information, Data Collection, Looker (Software), Data Ethics, Information Privacy, Data Literacy",IntroducciÃ³n a la analÃ­tica de datos educativos | MÃ©todos y herramientas para el anÃ¡lisis de datos educativos | InterpretaciÃ³n y aplicaciÃ³n de resultados | Ãtica y privacidad en el uso de datos educativos,"Nicolas NuÃ±ez Morales, Pontificia Universidad CatÃ³lica del PerÃº",Starts Jul 17,6 hours to complete,
Complete Git,4.4 out of 5 stars,21 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/git-certification-course,,"Bitbucket, Eclipse (Software), Version Control, Integrated Development Environments, CI/CD, Command-Line Interface, IntelliJ IDEA, Development Environment, GitLab, Linux, Collaborative Software, GitHub",Git Fundamentals | Branching and Merging in Git | Git with GitLab and BitBucket,,Starts Jul 17,2 months,at 2 hours. a week
Generative AI: Empowering Modern Education,4.8 out of 5 stars,16 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-empowering-modern-education,3 modules,"Emerging Technologies, Ethical Standards And Conduct, Artificial Intelligence, Education Software and Technology, Prompt Engineering, Data Security, Generative AI, Diversity Awareness, Data Ethics, AI Personalization, Information Privacy",Gen AI Tools and Personalized Learning | AI Integration and Performance Assessment | Ethics and Privacy and Final Project,"IBM Skills Network Team, Filipe Martins",Starts Jul 17,12 hours to complete,
Automate Doc Review Process with SharePoint & Power Automate,3.7 out of 5 stars,37 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/automate-document-review-process-sharepoint-power-automate,,"Microsoft Power Platform, Microsoft 365, Workflow Management, Productivity Software, Microsoft Power Automate/Flow, Intranet, Document Management, Automation, Business Process Automation",,"Daniel GreguriÄ, Coursera Project Network",,1 hour 30 minutes,Learn at your own pace
Complete Modern C++ (C++11/14/17),N/A,N/A,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-complete-modern-c-c-11-14-17,,"Software Design Patterns, System Programming, Microsoft Visual Studio, Development Environment, Performance Tuning, Debugging, Apple Xcode, Programming Principles, File Management, Data Structures, Object Oriented Programming (OOP), Algorithms",Foundations of Modern C++ | Advanced Object-Oriented & Generic Programming in C++ | Modern C++ Features & Concurrency,Packt - Course Instructors,Starts Jul 17,Flexible schedule,Learn at your own pace
"Create PDF Balance Report using HTML, Excel & Power Automate",4.3 out of 5 stars,18 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/create-pdf-monthly-balance-report-html-excel-power-automate,,"Automation, Microsoft Power Platform, Annual Reports, Microsoft Excel, Month End Closing, Microsoft Power Automate/Flow, Microsoft 365, Accounting Records, Business Process Automation",,"Daniel GreguriÄ, Coursera Project Network",,2 hours,Learn at your own pace
Use Animations and Transitions in PowerPoint 365,4.5 out of 5 stars,38 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/use-animations-transitions-powerpoint-365,,,,"Lindsey Dumser, Coursera Project Network",,2 hours,Learn at your own pace
Storage in Azure,4.3 out of 5 stars,26 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/azure-storage,2 modules,"Data Security, Data Management, Cloud Storage, Azure Active Directory, Identity and Access Management, Microsoft Azure, Disaster Recovery, Role-Based Access Control (RBAC), Encryption, Data Storage",Azure Storage Overview | Secure Access to Azure Storage,Whizlabs Instructor,Starts Jul 17,4 hours to complete,
"Technical Troubleshooting: Diagnostics, Networks, Customers",5 out of 5 stars,8 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/technical-troubleshooting-diagnostics-networks-customers,1 module,"Problem Management, Technical Documentation, Technical Communication, Help Desk Support, Technical Support, Network Administration, Network Troubleshooting, Desktop Support, Network Performance Management","Technical Troubleshooting: Diagnostics, Networks, Customers","Luca Berton, Coursera Instructor Network",Starts Jul 17,Flexible schedule,Learn at your own pace
Building Your Own Database Agent,4.5 out of 5 stars,36 reviews,Beginner · Project · Less Than 2 Hours,https://www.coursera.org/projects/building-your-own-database-agent,,"ChatGPT, OpenAI, Generative AI Agents, Natural Language Processing, Artificial Intelligence and Machine Learning (AI/ML), Microsoft Azure, Query Languages, Prompt Engineering, Generative AI, Database Systems, SQL, Agentic systems",,Adrian Gonzalez Sanchez,,1 hour,Learn at your own pace
Protecting Cloud Architecture with Alibaba Cloud,4.7 out of 5 stars,62 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/alibaba-cloud-security-solutions,8 modules,"Network Security, Cloud Computing, General Networking, Application Security, Cloud Security, Microsoft Windows, Cloud Computing Architecture, Data Security, Network Architecture, Operating Systems, Encryption, Distributed Denial-Of-Service (DDoS) Attacks, Linux, Vulnerability Management",Overview | Linux Basics | Host Security | Network Basics | Application Security | Data Security | Network Security | Security Certification Overview,"Steve Xue, Alibaba Cloud Academy",Starts Jul 17,12 hours to complete,
Building Your Own Database Agent,4.5 out of 5 stars,36 reviews,Beginner · Project · Less Than 2 Hours,https://www.coursera.org/projects/building-your-own-database-agent,,"ChatGPT, OpenAI, Generative AI Agents, Natural Language Processing, Artificial Intelligence and Machine Learning (AI/ML), Microsoft Azure, Query Languages, Prompt Engineering, Generative AI, Database Systems, SQL, Agentic systems",,Adrian Gonzalez Sanchez,,1 hour,Learn at your own pace
"Data Extract, Transform, and Load in Power BI",4.6 out of 5 stars,8 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-extract-transform-and-load-in-power-bi,4 modules,"Data Import/Export, Data Cleansing, Power BI, Anomaly Detection, Data Quality, Data Storage, Data Integration, Data Analysis, Query Languages, Data Manipulation, Data Modeling, Data Transformation, Data Validation, Extract, Transform, Load",Data Sources in Power BI | Transforming Data in Power BI | Advanced ETL in PowerBI | Graded Assessment and Course wrap up,,Starts Jul 17,Flexible schedule,Learn at your own pace
Power BI for Data Science and Analytics,4 out of 5 stars,8 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/power-bi-for-data-science-and-analytics,4 modules,"Data Storytelling, Key Performance Indicators (KPIs), Text Mining, Power BI, Data Manipulation, Data Visualization Software, Business Intelligence, Machine Learning, Data Analysis, Dashboard, Performance Metric, Image Analysis, Data Transformation, Natural Language Processing, Data Cleansing, Data Science, Data Modeling",Data Science and AI with Power BI | Dataflows and AI Analytics | Advanced Cognitive Analytics | Course Wrap-Up and Assessment,,Starts Jul 17,Flexible schedule,Learn at your own pace
Get Started with Messaging & Collaboration Apps: Teams/Zoom,4.8 out of 5 stars,45 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/get-started-with-messaging-and-collaboration-apps-teams-zoom,3 modules,"Microsoft 365, Collaborative Software, Microsoft Teams, Google Workspace, Meeting Facilitation, Productivity Software, Slack (Software), Communication, Telecommuting, Virtual Teams",Messaging and Collaboration Application Fundamentals | Working with Messaging and Collaboration Applications | Course Summary & Assessment,"Skill-Up EdTech Team, Steve Ryan, SkillUp EdTech",Starts Jul 17,3 hours to complete,
Cloud Computing Essentials with Azure Management,4.6 out of 5 stars,14 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cloud-computing-essentials-with-azure-management,4 modules,"System Monitoring, Infrastructure as Code (IaC), Cloud Management, Infrastructure As A Service (IaaS), Microsoft Azure, Cloud Infrastructure, Scalability, Cloud Computing, Cloud Security, Software As A Service, Cloud Computing Architecture",Introduction to Cloud Computing | Exploring Core Azure Services | Azure Management and Governance | Final Project and Assessment: Cloud Computing Essentials with Azure Management,,Starts Jul 17,18 hours to complete,
Azure: Identity and Access Management,4 out of 5 stars,8 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/azure-identity-and-access-management,2 modules,"Security Engineering, Multi-Factor Authentication, Azure Active Directory, Active Directory, Identity and Access Management, Role-Based Access Control (RBAC), Single Sign-On (SSO), Authentications, Microsoft Azure, Cloud Security, User Accounts, Authorization (Computing)",Microsoft Entra: Identity Management | Microsoft Entra: Authentication & Authorization with Access Management,Whizlabs Instructor,Starts Jul 17,Flexible schedule,Learn at your own pace
Foundations in Heavy Industry Production,4.8 out of 5 stars,6 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/foundations-in-heavy-industry-production,3 modules,"Manufacturing Standards, Manufacturing Operations, Process Control, Thermal Management, Failure Analysis, Safety Assurance, Manufacturing Processes, Technical Standard, Design Reviews, Production Process",Introduction to Basic Manufacturing Process | Forging | Welding,"Subject Matter Expert, L&T EduTech",Starts Jul 17,Flexible schedule,Learn at your own pace
Coding and Automation for Data Analysis with Generative AI,4.7 out of 5 stars,6 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/coding-and-automation-for-data-analysis-with-generative-ai,5 modules,"Teradata SQL, Integrated Development Environments, Data Processing, Prompt Engineering, SQL, Artificial Intelligence, Microsoft Excel, Generative AI, Data Ethics, Data Pipelines, Automation, Excel Formulas, Debugging, Data Analysis",Code generation fundamentals | Building formulas | Advanced coding techniques | Automation and integration | GenAI in action: Data case studies,,Starts Jul 17,Flexible schedule,Learn at your own pace
Business Economics and Game Theory for Decision Making,4.6 out of 5 stars,36 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/illinois-tech-business-economics-and-game-theory-for-decision-making,6 modules,"Supply And Demand, Strategic Thinking, Profit and Loss (P&L) Management, Economics, Competitive Analysis, Consumer Behaviour, Market Dynamics, Market Analysis, Business Strategy, Strategic Decision-Making, Game Theory, Price Negotiation, Business Economics, Policy Analysis",Module 1: Price Elasticity of Demand | Module 2: Policy; Winners and Losers from Intervention; Influencing Policy | Module 3: Pricing with Market Power | Module 4: Competing with Market Power | Module 5: Game Theory | Summative Course Assessment,"Liad Wagman, Priyanka Sharma, Illinois Tech",Starts Jul 17,Flexible schedule,Approx. 41 hours.Learn at your own pace
Preparing for and Passing Technical Certifications,4.8 out of 5 stars,56 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/preparing-for-and-passing-technical-certifications,4 modules,"Learning Styles, Technical Documentation, Test Planning, Requirements Analysis, Learning Strategies",Preparing for and Passing Technical Certifications | Certification Exams Under the Hood | Analyzing Certification Requirements | Passing Your Exam,"Rachel Strong, ROI Training",Starts Jul 17,5 hours to complete,
Program Finance and Investment,4.7 out of 5 stars,9 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/program-finance-and-investment,4 modules,"Procurement, Earned Value Management, Project Estimation, Microsoft 365, Problem Solving, Return On Investment, Investment Management, Spreadsheet Software, Variance Analysis, Project Finance, Microsoft Excel, Forecasting, Cost Management, Financial Analysis, Project Schedules, Project Performance",Introduction to PMP Formulas | Scheduling and Estimating | Investment Analysis and Procurement | Final Project and Assessment: PMP Formulas,,Starts Jul 17,Flexible schedule,Learn at your own pace
PMI Agile Certified Practitioner (PMI-ACP),4.1 out of 5 stars,7 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/packt-pmi-agile-certified-practitioner-pmi-acp,,"Prioritization, Team Leadership, Kanban Principles, Stakeholder Engagement, Agile Project Management, Leadership, Agile Methodology, Project Management Institute (PMI) Methodology, Employee Coaching, Initiative and Leadership, Team Building, Sprint Planning",Foundations of Agile and Exam Preparation | Delivering Value and Managing Stakeholders in Agile | Advanced Agile Practices and Continuous Improvement,Packt - Course Instructors,Starts Jul 17,1 month,at 10 hours. a week
أساسيات برنامج مايكروسوفت وورد | Essentials of MS Word,4.8 out of 5 stars,38 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/essentials-of-ms-word,1 module,"Technical Documentation, Document Management, File Management, Record Keeping","Ø£Ø³Ø§Ø³ÙØ§Øª Ø¨Ø±ÙØ§ÙØ¬ ""ÙØ§ÙÙØ±ÙØ³ÙÙØª ÙÙØ±Ø¯""",Alfaisal University | KLD,Starts Jul 17,1 hour to complete,
Program Finance and Investment,4.7 out of 5 stars,9 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/program-finance-and-investment,4 modules,"Procurement, Earned Value Management, Project Estimation, Microsoft 365, Problem Solving, Return On Investment, Investment Management, Spreadsheet Software, Variance Analysis, Project Finance, Microsoft Excel, Forecasting, Cost Management, Financial Analysis, Project Schedules, Project Performance",Introduction to PMP Formulas | Scheduling and Estimating | Investment Analysis and Procurement | Final Project and Assessment: PMP Formulas,,Starts Jul 17,Flexible schedule,Learn at your own pace
Generative AI for Data Science,4.5 out of 5 stars,18 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/generative-ai-for-data-science,5 modules,"Artificial Intelligence, Feature Engineering, Data Synthesis, Operational Efficiency, Generative AI, Application Deployment, Data Ethics, Large Language Modeling, Information Privacy, Anomaly Detection, Prompt Engineering, Marketing, Advertising",Generative AI for Data Science | Lesson 1: Versatility and Impact of GenAI in Data Science | Lesson 2: Running and deploying an LLM locally for Data Science: | Lesson 3: Feature Engineering with High Performance SMS Campaign Data | Lesson 4: Ethical Considerations of GenAI,,Starts Jul 17,3 hours to complete,
How to Develop and Maintain a Healthy Talent Pipeline,4.6 out of 5 stars,8 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/how-to-develop-and-maintain-a-healthy-talent-pipeline,1 module,"Workforce Development, Analytics, Talent Sourcing, Employee Engagement, Human Resources, Employee Retention, Human Resource Strategy, Recruitment Strategies, Leadership, Talent Acquisition, Recruitment, HR Tech, Diversity and Inclusion, Talent Pipelining, Talent Management",How to Develop and Maintain a Healthy Talent Pipeline,"Gabriella Parente, Coursera Instructor Network",Starts Jul 17,,
CompTIA CASP+ (CAS-004),4.7 out of 5 stars,11 reviews,Beginner · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/packt-comptia-casp-plus-cas-004-v1,,"Threat Detection, Infrastructure Security, Network Security, Regulatory Compliance, Computer Security Incident Management, Vulnerability Assessments, Cyber Security Assessment, Disaster Recovery, Software-Defined Networking, Threat Management, Regulation and Legal Compliance, Governance Risk Management and Compliance","Advanced Security Architecture | Security Operations | Security Engineering and Cryptography | Governance, Risk, and Compliance",Packt - Course Instructors,Starts Jul 17,1 month,at 10 hours. a week
Full-Stack Developer Capstone Project,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/full-stack-developer-capstone-project,2 modules,"Software Development Tools, Application Programming Interface (API), ASP.NET, Back-End Web Development, Cloud Development, Web Applications, Cloud Platforms, Software Development, Cloud Infrastructure, Full-Stack Web Development, Object-Relational Mapping, Performance Tuning, Cloud Applications, Web Development, Development Environment, Application Deployment, UI Components, Data Modeling, Restful API, .NET Framework",Front-End and Back-End Concept Review | Full-Stack Developer Capstone Project,,Starts Jul 17,Flexible schedule,Learn at your own pace
Smartsheet Tutorial for Beginners,4.6 out of 5 stars,10 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-smartsheet-tutorial-for-beginners-afpth,6 modules,"Workflow Management, Automation, Data Entry, Project Management Software, Spreadsheet Software, Data Sharing, Collaborative Software, Excel Formulas, Data Management",Introduction to Smartsheet | Take a Smartsheet Tour | Smartsheet Contacts | Formatting and Functions | Sorting and Filtering | Advanced Concepts,Packt - Course Instructors,Starts Jul 17,5 hours to complete,
"Data Analysis, Visualization, and Communication with Copilot",4.6 out of 5 stars,24 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-analysis-visualization-and-communication-with-copilot,3 modules,"Data Analysis, Data Presentation, Generative AI, Data Ethics, Data Visualization, Analytical Skills, Data Storytelling, Natural Language Processing, Interactive Data Visualization, Communication, Presentations, Data-Driven Decision-Making, Stakeholder Communications, Artificial Intelligence, Microsoft Copilot, Data Visualization Software",Generative AI-powered data analysis with Copilot | Generative AI-enhanced data visualization with Copilot | Generative AI for insight communication with Copilot,,Starts Jul 17,6 hours to complete,
Cybersecurity Identity and Access Solutions with Azure AD,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cybersecurity-identity-access-solutions-azure-ad,4 modules,"Multi-Factor Authentication, Authentications, Identity and Access Management, User Accounts, Security Controls, Cloud Services, Role-Based Access Control (RBAC), Microsoft Azure, Enterprise Security, Active Directory, Azure Active Directory, Authorization (Computing), Single Sign-On (SSO)","Identity services | Active Directory authentication | Active Directory access, protection, and governance management | Identity and access solutions",,Starts Jul 17,Flexible schedule,Learn at your own pace
ENCOR (350-401) v1.1 Video Training Series,4.5 out of 5 stars,6 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-encor-350-401-v1-1-video-training-series,,"Routing Protocols, Virtual Local Area Network (VLAN), Network Monitoring, Infrastructure Security, Network Security, Enterprise Architecture, Wireless Networks, Virtual Private Networks (VPN), Network Planning And Design, Network Performance Management, Virtualization, Command-Line Interface","Enterprise Network Design and Virtualization | Advanced Routing, Infrastructure, and Network Management | Network Security, Automation, and Exam Preparation",Packt - Course Instructors,Starts Jul 17,Flexible schedule,Learn at your own pace
Communication in Remote Work,4.9 out of 5 stars,13 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/communication-in-remote-work,4 modules,"Team Building, Collaboration, Social Skills, Interpersonal Communications, Leadership, Team Leadership, Relationship Building, Trustworthiness, Communication, Telecommuting, Expectation Management, Leadership Development, Virtual Teams, Rapport Building, Teamwork",Communication in Remote Work | Building Trust in Virtual Teams | Strengthening Relationships in a Remote Setting | Developing Collaboration Remotely,"Patty Malone, University of California, Irvine",Starts Jul 17,5 hours to complete,
Data Visualization with Python,4.1 out of 5 stars,24 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-visualization-python,4 modules,"Tableau Software, Dashboard, Matplotlib, Data Storytelling, Cloud Applications, Data Analysis, Google Sheets, Microsoft Excel, Plotly, Scatter Plots, Histogram, Business Communication, Data Manipulation, Interactive Data Visualization, Seaborn, Pandas (Python Package), Data Visualization Software, Data Visualization, Python Programming","Data Visualization Fundamentals | Pandas, Seaborn and Matplotlib | Plotly, Dash and Streamlit | Visualization with Cloud-Based Tools: Tableau and Amazon Quicksight","Matt Harrison, Noah Gift, Kennedy Behrman, Duke University",Starts Jul 17,9 hours to complete,
Communication in Remote Work,4.9 out of 5 stars,13 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/communication-in-remote-work,4 modules,"Team Building, Collaboration, Social Skills, Interpersonal Communications, Leadership, Team Leadership, Relationship Building, Trustworthiness, Communication, Telecommuting, Expectation Management, Leadership Development, Virtual Teams, Rapport Building, Teamwork",Communication in Remote Work | Building Trust in Virtual Teams | Strengthening Relationships in a Remote Setting | Developing Collaboration Remotely,"Patty Malone, University of California, Irvine",Starts Jul 17,5 hours to complete,
Angular 17,4.4 out of 5 stars,42 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/angular17,,"HTML and CSS, TypeScript, Software Architecture, Angular, Web Applications, Application Frameworks, Hypertext Markup Language (HTML), UI Components, Maintainability, Model View Controller, Web Development Tools, Data Transformation",Angular 17 Overview & Basics | Advanced Angular Topics | Advanced Angular Development,Vinay Kumar,Starts Jul 17,1 month,at 8 hours. a week
"مهارات Excel للأعمال: المستوى ""المتوسط I""",N/A,N/A,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/excel-intermediate-1-ar,7 modules,"Automation, Spreadsheet Software, Dashboard, Business Requirements, Microsoft Excel, Data Visualization, Excel Formulas, Operational Efficiency, Data Analysis Expressions (DAX), Data Management","Ø§ÙØ¹ÙÙ ÙØ¹ Ø£ÙØ±Ø§Ù Ø¹ÙÙ ÙØ³Ø¬ÙØ§Øª Ø¹ÙÙ ÙØªØ¹Ø¯Ø¯Ø© | Ø¯Ø§ÙØªØ§ Ø§ÙÙØµ ÙØ§ÙØªØ§Ø±ÙØ® | Named Ranges ""Ø§ÙÙØ·Ø§ÙØ§Øª Ø§ÙÙØ³ÙØ§Ø©"" | ØªÙØ®ÙØµ Ø§ÙØ¨ÙØ§ÙØ§Øª | Ø§ÙØ¬Ø¯Ø§ÙÙ | Ø§ÙØ¬Ø¯Ø§ÙÙ Ø§ÙÙØ­ÙØ±ÙØ©Ø ÙØ§ÙÙØ®Ø·Ø·Ø§ØªØ ÙØ£Ø¯ÙØ§Øª Ø§ÙØªÙØ³ÙÙ | Ø§ÙØªÙÙÙÙ Ø§ÙÙÙØ§Ø¦Ù","Nicky Bull, Assoc Prof Prashan S. M. Karunaratne, Professor Yvonne Breyer, Macquarie University",Starts Jul 17,Flexible schedule,Learn at your own pace
Student Self-Assessment with Microsoft Word,4.7 out of 5 stars,32 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/student-self-assessment-with-microsoft-word,,"Instructional Strategies, Self-Awareness, Report Writing, Goal Setting, Student-Centred Learning, Microsoft Word, Teaching, Classroom Management, Parent Communication",,"Rachel Lindsay, Coursera Project Network",,1 hour,Learn at your own pace
Create a Marketing Analysis dashboard using G-Spreadsheets,4.6 out of 5 stars,15 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/google-spreadsheets,,"Productivity Software, Market Analysis, Dashboard, Data Literacy, Spreadsheet Software, Data Entry, Management Reporting, Google Sheets, Excel Formulas, Data Presentation, Data Visualization, Marketing Analytics, Business Reporting",,"Yasmeen Atwa, Coursera Project Network",,1 hour,Learn at your own pace
Compute Resources in Azure,4.3 out of 5 stars,20 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/compute-resources-in-azure,2 modules,"Application Deployment, Platform As A Service (PaaS), Microsoft Azure, Command-Line Interface, Cloud Computing, Scalability, Cloud Infrastructure, Containerization, Virtual Machines, Infrastructure as Code (IaC), Kubernetes","Azure Virtual Machines, Availability and Scalability Options | Azure Data Disks, Application and Container Services",Whizlabs Instructor,Starts Jul 17,7 hours to complete,
Copilot for Cybersecurity,4.7 out of 5 stars,24 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/copilot-for-cybersecurity,1 module,"Generative AI, Data Ethics, Threat Detection, Cybersecurity, Prompt Engineering, Image Analysis, Emerging Technologies, System Monitoring, Deep Learning, Artificial Intelligence, Microsoft Copilot, Artificial Intelligence and Machine Learning (AI/ML)",Copilot for Cybersecurity,,Starts Jul 17,2 hours to complete,
Learning GitHub Actions for DevOps CI/CD,4 out of 5 stars,6 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-learning-github-actions-for-devops-ci-cd-jb7lj,6 modules,"Application Deployment, Microsoft Azure, GitHub, YAML, Containerization, Continuous Integration, Secure Coding, Devops Tools, Cloud Computing, CI/CD, Infrastructure as Code (IaC), Performance Tuning, DevOps, Docker (Software), Continuous Deployment, Application Servers, Git (Version Control System)","Introduction to the GitHub Action Workflows | GitHub Actions: Exploring the Features | GitHub Runners | GitHub Actions for Infrastructure Deployment | Continuous Integration and Continuous Deployment | Building, Pushing, and Deploying Docker Containers",Packt - Course Instructors,Starts Jul 17,Flexible schedule,Learn at your own pace
Introduction to Data Visualization in Qlik Sense,4.6 out of 5 stars,41 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-data-visualization-in-qlik-sense,1 module,"Data Literacy, Data Visualization, Data Presentation, Business Intelligence, Dashboard, Interactive Data Visualization, Data-Driven Decision-Making, Data Storytelling, Data Visualization Software",Introduction to Data Visualization with Qlik Sense,"Henry Habib, Coursera Instructor Network",Starts Jul 17,2 hours to complete,
Importing Data into R,4.6 out of 5 stars,19 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/import-data-into-r,,"MySQL, R Programming, Data Capture, Web Scraping, Microsoft Excel, Relational Databases, Data Import/Export, Statistical Software",,"Emmanuel Segui, Coursera Project Network",,1 hour,Learn at your own pace
MD-102: Endpoint Administrator,4.8 out of 5 stars,13 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/packt-md-102-endpoint-administrator,,"Patch Management, Endpoint Security, Active Directory, Mobile Security, Android (Operating System), Windows Servers, Security Management, User Provisioning, Authentications, Group Policy, Remote Access Systems, Microsoft Azure",Deploying Windows Clients & Managing Identities | Managing Security & Enrollment with Intune | Application deployment and management with Intune,Packt - Course Instructors,Starts Jul 17,1 month,at 10 hours. a week
Monitoring and Backup in Azure,4.2 out of 5 stars,21 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/monitoring-backup-in-azure,2 modules,"Query Languages, Continuous Monitoring, Cloud Management, Network Monitoring, Scalability, Data Storage, Virtual Machines, Disaster Recovery, System Monitoring, Cloud Storage, Cloud Infrastructure, Microsoft Azure, Cloud Services, Application Performance Management",Monitor Azure Resources | Backup Azure Resources,Whizlabs Instructor,Starts Jul 17,4 hours to complete,
Agile and Hybrid Approaches,4.8 out of 5 stars,12 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/agile-and-hybrid-approaches,4 modules,"Sprint Planning, Project Planning, Project Performance, Agile Methodology, Project Management, Continuous Improvement Process, Lean Methodologies, Kanban Principles, Agile Project Management, Backlogs, Project Management Life Cycle, Performance Metric",Agile Principles and Values | Agile Frameworks and Approaches | Hybrid Approaches | Final Project and Assessment:,,Starts Jul 17,13 hours to complete,
Cutting-edge Technology in Air Conditioning System,4.9 out of 5 stars,11 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cutting-edge-technology-in-air-conditioning-system,2 modules,"Control Systems, Environmental Monitoring, Thermal Management, Mechanical Design, Energy and Utilities, Engineering Calculations, Mechanical Engineering, Building Codes, HVAC, Equipment Design","Demand Control Ventilation, VAV System | Variable Refrigerant Flow (VRF) System","Subject Matter Expert, L&T EduTech",Starts Jul 17,3 hours to complete,
Growing Great Writers with Writable,4.4 out of 5 stars,32 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/writing-with-writable-elementary-teaching,,"Constructive Feedback, Literacy, Education Software and Technology, Train The Trainer",,"Rachel Lindsay, Coursera Project Network",,1 Hour,Learn at your own pace
